filename,class,xmin,ymin,xmax,ymax
719.tif,1,1.05,101.32,81.05,181.32
720.tif,4,204.19,51.82,256,131.82
720.tif,3,156.48,47.24,236.48,127.24
720.tif,3,109.42,90.54,189.42,170.54
720.tif,3,104.99,119.44,184.99,199.44
721.tif,4,42.97,0,122.97,77.97
721.tif,4,0,0,41.57,53.49
721.tif,3,0,175.87,79.55,255.87
722.tif,1,178.71,35.94,256,115.94
722.tif,1,146.05,124.97,226.06,204.98
722.tif,1,175.38,84.52,255.38,164.52
723.tif,1,0,38.02,42.28,118.02
724.tif,4,201.29,33.77,256,113.77
725.tif,4,119.94,85.47,199.94,165.47
725.tif,4,127.52,164.4,207.52,244.4
725.tif,4,0,0,61.53,76.59
725.tif,4,31.35,0,111.35,65.12
725.tif,4,83.35,0,163.35,57.12
725.tif,4,80.05,140.62,160.05,220.62
725.tif,4,61.55,0,141.55,43.72
725.tif,4,8.11,115.85,88.11,195.85
726.tif,4,0,17.69,67.13,97.69
727.tif,2,67.56,63.15,147.56,143.15
727.tif,2,109.03,99.37,189.03,179.37
728.tif,4,71.41,98.63,151.41,178.63
728.tif,2,95.11,0,175.11,43.14
728.tif,2,88.44,0,168.44,71.2
728.tif,2,121.05,7.87,201.05,87.87
728.tif,2,161.53,69.2,241.53,149.2
729.tif,4,191.4,177.31,256,256
729.tif,4,154.15,48.56,234.15,128.56
729.tif,4,153.15,139.46,233.15,219.46
729.tif,4,6.05,128.46,86.05,208.46
729.tif,4,96.85,0,176.85,44.66
730.tif,4,83.47,147.72,163.47,227.72
731.tif,4,94.49,0,174.49,56.25
731.tif,4,78.4,0,158.4,72.15
731.tif,4,91.49,40.85,171.49,120.85
731.tif,4,21.69,18.95,101.7,98.95
732.tif,4,131.57,0,211.57,73.61
732.tif,4,57.37,86.41,137.37,166.41
733.tif,4,65.07,44.62,145.07,124.62
734.tif,4,174.1,25.63,254.1,105.63
735.tif,4,40.2,56.63,120.2,136.63
735.tif,4,111.4,24.93,191.4,104.93
736.tif,1,173.66,3.56,253.66,83.56
737.tif,2,145.84,0,225.84,65.36
738.tif,3,114.03,11.62,194.03,91.62
738.tif,2,0,0,45.43,69.06
738.tif,2,35.13,0,115.13,74.76
739.tif,3,76.04,47.99,156.04,127.99
740.tif,4,42.86,0,122.87,57.32
741.tif,3,158.85,0,238.85,68.53
742.tif,1,131.88,215.3,211.88,256
743.tif,4,69.74,189.06,149.74,256
744.tif,3,107.45,211.21,187.45,256
745.tif,4,31.51,201.83,111.51,256
745.tif,4,149.3,202.85,229.3,256
746.tif,4,0,211.77,60.65,256
746.tif,4,76.36,195.7,156.36,256
746.tif,4,0,139.14,73.78,219.14
746.tif,4,98.42,162.38,178.42,242.38
747.tif,1,128.91,186.05,208.91,256
748.tif,4,92.69,210,172.69,256
749.tif,2,45.6,162.07,125.6,242.07
749.tif,2,95.24,146.72,175.24,226.71
749.tif,1,183.87,202.3,256,256
750.tif,2,183.05,24.29,256,104.29
750.tif,1,159.76,177.58,239.76,256
751.tif,2,104.64,169.82,184.64,249.82
751.tif,2,0,209.95,62.9,256
752.tif,1,0,189.54,56.76,256
753.tif,2,0,0,71.95,44.95
754.tif,4,189.95,136.09,256,216.09
754.tif,4,213.61,198.17,256,256
754.tif,4,112.22,106.59,192.22,186.59
754.tif,4,149.65,48.68,229.65,128.68
754.tif,4,112.95,183.28,192.95,256
754.tif,4,153.75,208.55,233.75,256
755.tif,4,0,95.72,47.27,175.72
755.tif,4,0.85,208.09,80.86,256
756.tif,1,0,97.5,71.55,177.5
756.tif,1,9.69,27.98,89.69,107.98
757.tif,3,0,113.57,56.34,193.57
757.tif,2,148.44,70.18,228.44,150.18
757.tif,2,185.07,87.4,256,167.4
757.tif,1,107.64,128.47,187.64,208.47
757.tif,1,73.54,159.87,153.54,239.87
757.tif,1,68.34,54.47,148.34,134.47
757.tif,1,87.7,187.03,167.7,256
757.tif,1,113.54,98.87,193.54,178.87
758.tif,1,47.74,153.56,127.74,233.56
759.tif,4,160.27,45.46,240.27,125.46
759.tif,4,185.27,0,256,69.63
760.tif,4,64.17,79.09,144.17,159.09
760.tif,4,0,73.54,78.29,153.54
761.tif,4,84.86,95.14,164.86,175.14
761.tif,3,192.3,119.15,256,199.15
761.tif,3,197.06,1.65,256,81.65
761.tif,3,136.1,20.6,216.1,100.6
761.tif,3,0,65.44,76.02,145.44
761.tif,3,156.2,119.51,236.2,199.51
762.tif,4,0,0,74.6,69.57
762.tif,4,58.3,0,138.3,79.02
763.tif,3,190.29,0,256,59.53
763.tif,1,119.95,69.86,199.95,149.86
764.tif,3,14.18,8.58,94.18,88.58
765.tif,4,69.06,182.66,149.06,256
766.tif,4,63.73,7.69,143.73,87.69
766.tif,4,0,16.03,71.48,96.03
767.tif,4,120.3,9.87,200.3,89.87
767.tif,4,150.3,32.07,230.3,112.07
767.tif,4,87.1,27.47,167.1,107.47
767.tif,4,131.7,80.47,211.7,160.47
767.tif,4,202.6,23.07,256,103.07
767.tif,4,56.9,99.77,136.9,179.77
767.tif,1,180.43,59.95,256,139.95
768.tif,4,67.47,106.21,147.47,186.21
768.tif,4,179.03,23.68,256,103.69
768.tif,4,164.73,134.69,244.73,214.69
768.tif,4,86.83,56.58,166.83,136.58
769.tif,4,61.61,209.16,141.61,256
769.tif,4,73.44,167.58,153.44,247.58
769.tif,4,1.23,172.89,81.23,252.89
769.tif,3,25.35,49.12,105.35,129.12
770.tif,4,189.3,0.32,256,80.32
770.tif,4,201.6,77.92,256,157.92
771.tif,4,0,37.02,53.1,117.03
771.tif,4,77.5,0,157.5,74.82
771.tif,4,103.45,68.17,183.45,148.17
771.tif,1,91.1,139.33,171.1,219.33
772.tif,4,0,64.32,62.49,144.32
773.tif,4,200.98,47.26,256,127.26
773.tif,4,69.32,9.15,149.32,89.15
773.tif,4,129.64,0,209.64,65.6
773.tif,4,215.77,0,256,51.39
774.tif,4,148.49,75.14,228.49,155.14
774.tif,4,98.98,48.97,178.98,128.97
774.tif,4,74.68,104.17,154.68,184.17
774.tif,4,117.88,135.67,197.88,215.67
774.tif,4,168.47,115.74,248.47,195.74
774.tif,4,51.64,139.81,131.64,219.81
774.tif,4,50.48,86.97,130.48,166.97
774.tif,4,45.08,116.37,125.08,196.37
774.tif,4,31.08,29.67,111.08,109.67
775.tif,4,0,64.49,46.38,144.49
775.tif,4,20.15,89.53,100.15,169.53
776.tif,4,84.6,106.54,164.61,186.54
776.tif,4,129.32,123.84,209.32,203.84
776.tif,4,181.69,114.2,256,194.2
776.tif,4,136.72,161.98,216.72,241.98
776.tif,4,122.29,23.96,202.29,103.96
776.tif,4,18.51,0.74,98.51,80.74
776.tif,4,171,199.5,251,256
776.tif,4,58.09,24.56,138.09,104.56
777.tif,4,117.15,169.21,197.15,249.21
777.tif,4,74.71,127.28,154.71,207.28
777.tif,4,0,213.04,66.42,256
778.tif,4,174.08,0,254.08,53.57
779.tif,4,20.3,0,100.3,73.48
780.tif,3,145.7,114.83,225.7,194.83
781.tif,3,84.01,105.81,164.01,185.82
781.tif,3,204.39,112.6,256,192.6
781.tif,3,135.67,103.95,215.67,183.95
782.tif,4,101.37,25.16,181.37,105.16
782.tif,3,0,29.75,75.77,109.75
782.tif,3,0,89.92,57.89,169.92
783.tif,4,60.91,55.66,140.91,135.66
783.tif,4,112.21,88.36,192.21,168.36
783.tif,4,90.31,148.36,170.31,228.36
783.tif,4,6.51,63.85,86.51,143.86
783.tif,4,69.22,0,149.22,77.26
784.tif,4,17.49,120.4,97.49,200.4
784.tif,4,0,75.1,64.79,155.1
785.tif,2,13.44,0,93.44,70.43
786.tif,1,185.35,9.46,256,89.45
787.tif,2,0,111.96,61.13,191.96
787.tif,2,0,27.06,63.15,107.06
787.tif,1,139.93,34.85,219.93,114.85
787.tif,1,88.88,7.34,168.87,87.34
787.tif,1,40.19,53.58,120.18,133.58
787.tif,1,189.8,111.04,256,191.04
788.tif,1,20.75,24.64,100.75,104.64
788.tif,1,0,40.83,42.48,120.83
788.tif,1,0,181.65,60.01,256
788.tif,1,25.03,73.49,105.03,153.49
789.tif,2,153.52,57.6,233.52,137.6
789.tif,2,203.14,0,256,47.18
789.tif,1,168.57,179.71,248.57,256
789.tif,1,88.62,195.3,168.61,256
790.tif,1,59.8,0,139.8,76.47
790.tif,1,0,181.38,60.6,256
791.tif,3,104.57,0,184.57,58.45
792.tif,4,125.75,0,205.75,42.41
793.tif,3,187.75,63.18,256,143.18
794.tif,4,91.93,14.83,171.93,94.83
795.tif,4,79.58,147.26,159.58,227.26
796.tif,4,73.82,129.05,153.82,209.05
797.tif,3,0,162.37,43.84,242.37
799.tif,4,0,206.92,76.68,256
800.tif,4,203.97,115.44,256,195.44
800.tif,2,176.51,174.84,256,254.84
801.tif,2,0,200.38,48.56,256
802.tif,4,31.43,37.16,111.43,117.16
802.tif,4,118.25,0,198.25,76.31
802.tif,4,50.39,124.08,130.39,204.08
802.tif,4,148.56,48.51,228.56,128.51
803.tif,2,215.67,144.41,256,224.41
804.tif,4,152.04,145.22,232.04,225.22
805.tif,4,87.91,111.2,167.91,191.2
805.tif,4,9.81,185.32,89.81,256
806.tif,4,0,205.54,75.66,256
807.tif,1,123.63,196.37,203.63,256
808.tif,4,0,57.58,44.21,137.58
808.tif,4,0,11.56,73.94,91.56
809.tif,4,49.74,82.9,129.74,162.9
809.tif,4,0,94.6,72.24,174.6
809.tif,4,211.72,96.43,256,176.43
809.tif,4,0,42.6,53.04,122.6
809.tif,4,112.74,0,192.74,78.6
809.tif,4,185.27,0,256,51.27
810.tif,4,86.03,36.05,166.03,116.05
810.tif,4,70.63,0,150.63,77.15
810.tif,4,43.93,0,123.93,43.35
810.tif,4,134.22,143.15,214.22,223.15
810.tif,3,52.17,68.98,132.17,148.98
810.tif,3,67.58,146.48,147.58,226.48
811.tif,4,141.28,132.22,221.28,212.22
811.tif,3,130.71,30.93,210.71,110.93
812.tif,4,0,15.62,63.48,95.62
812.tif,4,26.28,162.72,106.28,242.72
813.tif,3,59.62,96.73,139.62,176.73
814.tif,4,205.8,9.67,256,89.67
814.tif,4,158.07,95.54,238.07,175.54
814.tif,2,135.05,0,215.05,51.19
815.tif,4,82.57,0,162.57,62.94
815.tif,2,0,0,73.59,41.13
816.tif,4,127.93,191.96,207.93,256
816.tif,4,0,208.16,73.83,256
816.tif,4,113.73,102.56,193.74,182.56
816.tif,1,74.23,155.96,154.24,235.96
817.tif,4,177.08,50.48,256,130.48
818.tif,4,116.91,20.05,196.91,100.05
819.tif,3,212.39,0,256,64.34
820.tif,3,107.18,102.17,187.18,182.17
821.tif,4,153.55,131.57,233.55,211.58
822.tif,4,152.13,94.81,232.13,174.81
822.tif,4,141.52,153.32,221.52,233.32
822.tif,4,0,50.05,76.97,130.06
823.tif,4,0,139.81,42.58,219.81
823.tif,4,89.8,171.77,169.8,251.77
824.tif,4,147.63,21.22,227.63,101.22
825.tif,4,165.68,77,245.68,157
825.tif,4,88.43,0,168.43,61.43
826.tif,4,165.73,28.37,245.73,108.37
826.tif,4,170.66,75.44,250.66,155.44
826.tif,4,182.2,106.68,256,186.68
826.tif,4,168.76,0,248.76,71.34
826.tif,4,142.96,113.64,222.96,193.64
826.tif,4,101.13,48.45,181.13,128.46
827.tif,4,0,31.7,61.77,111.71
827.tif,4,0,74.34,65.66,154.34
827.tif,4,20.79,57.93,100.8,137.93
827.tif,4,0,127.05,75.88,207.05
828.tif,1,37.33,11.59,117.33,91.59
829.tif,4,197.44,79.03,256,159.04
829.tif,4,188.8,34.17,256,114.17
830.tif,4,30.49,6.95,110.49,86.95
830.tif,1,80.69,136.82,160.69,216.82
831.tif,1,112.78,50.55,192.78,130.55
831.tif,1,70.92,119.43,150.93,199.43
832.tif,2,28.84,202.88,108.84,256
832.tif,1,81.68,0,161.68,79.27
833.tif,1,198.93,196.79,256,256
834.tif,2,94.85,41.01,174.85,121.01
834.tif,1,0,109.21,66.41,189.21
835.tif,1,51.18,135.89,131.18,215.89
835.tif,1,204.61,0,256,65
836.tif,2,62.68,0,142.68,72.95
837.tif,4,202.03,0,256,43.81
838.tif,1,0,0,68.97,55.38
839.tif,2,69.65,0,149.65,60.42
839.tif,2,10.01,0,90.01,41.53
840.tif,4,200.51,201.66,256,256
840.tif,1,0,198,66.53,256
841.tif,4,61.7,194.33,141.7,256
842.tif,1,204.11,205.65,256,256
843.tif,4,196.47,164.58,256,244.58
844.tif,4,34.12,91.33,114.12,171.33
845.tif,4,109.28,209.35,189.28,256
846.tif,4,97.28,135.05,177.28,215.05
847.tif,4,0,129.57,53.39,209.57
847.tif,4,51.18,206.3,131.18,256
848.tif,1,0,0,66.21,41.3
849.tif,4,29.21,68.67,109.21,148.67
849.tif,4,131.23,77.56,211.23,157.56
850.tif,4,120.61,7.46,200.61,87.46
851.tif,4,32.03,61.87,112.03,141.87
851.tif,4,103.18,36.23,183.18,116.23
852.tif,3,204.66,74.98,256,154.98
853.tif,3,87.92,42.5,167.92,122.5
854.tif,1,12.95,0,92.96,68.46
854.tif,1,140.61,8.86,220.61,88.86
855.tif,4,134.17,0,214.17,59.04
855.tif,2,150.39,156.4,230.39,236.4
856.tif,4,20.48,198.78,100.48,256
856.tif,2,188.95,27.7,256,107.7
856.tif,1,89.54,0,169.54,79.45
857.tif,4,67.2,0,147.21,60.45
857.tif,4,3.9,0,83.9,68.82
858.tif,3,0,123.8,59.15,203.8
859.tif,3,69.69,19.67,149.69,99.67
860.tif,3,28.47,136.13,108.47,216.13
861.tif,3,0,102.37,59.71,182.37
862.tif,3,0,74.97,43.83,154.97
863.tif,4,0,169.01,47.7,249.01
864.tif,2,126.54,193.4,206.54,256
865.tif,3,191.77,160.02,256,240.03
866.tif,2,0,204.9,71.71,256
867.tif,4,196.92,0,256,69.22
867.tif,4,198.02,60.42,256,140.42
868.tif,3,139.32,34.29,219.32,114.29
868.tif,3,86.93,146.97,166.93,226.97
868.tif,3,110.05,173.69,190.05,253.69
869.tif,4,212.19,101.36,256,181.36
870.tif,4,83.29,70.34,163.29,150.34
870.tif,4,176.86,29.33,256,109.33
870.tif,4,104.05,91.04,184.05,171.04
870.tif,4,58.83,66.35,138.83,146.35
870.tif,4,17.12,47.89,97.12,127.89
870.tif,4,76.05,136.74,156.05,216.74
870.tif,4,17.15,95.34,97.15,175.34
870.tif,4,106.04,1.12,186.04,81.12
871.tif,4,17.66,170.03,97.66,250.03
871.tif,4,144.94,94.93,224.94,174.93
871.tif,4,76.14,151.33,156.14,231.33
871.tif,4,70.16,206.17,150.16,256
871.tif,1,102.44,179.93,182.44,256
872.tif,4,54.85,116.93,134.85,196.93
872.tif,4,103.43,49.29,183.43,129.29
873.tif,4,204.22,0,256,74.2
873.tif,4,120.62,145.7,200.62,225.7
873.tif,1,211.82,91.87,256,171.87
874.tif,4,27.52,56.5,107.52,136.5
874.tif,2,0,187.3,63.94,256
875.tif,4,209.01,118.63,256,198.63
875.tif,4,201.77,33.92,256,113.92
875.tif,4,203.23,190.13,256,256
875.tif,4,89.67,58.32,169.67,138.32
876.tif,2,202.64,183.14,256,256
877.tif,2,0,184.34,42.54,256
878.tif,4,66.31,87.66,146.31,167.67
878.tif,4,149.89,28.42,229.89,108.42
879.tif,4,116.98,0,196.98,40.78
880.tif,4,145.28,0,225.28,78.76
880.tif,4,85.18,109.66,165.18,189.66
880.tif,4,0,71.85,57.2,151.85
880.tif,4,10.18,16.89,90.18,96.89
881.tif,2,155.61,0.2,235.61,80.2
882.tif,4,93.34,140.78,173.34,220.78
883.tif,2,89.89,131.1,169.89,211.1
883.tif,2,184,128.15,256,208.16
884.tif,3,170.74,168.34,250.74,248.34
884.tif,3,152.21,23.88,232.21,103.88
885.tif,3,38.03,145.59,118.03,225.59
886.tif,4,80.49,123.09,160.49,203.09
886.tif,2,106.83,0,186.83,61.6
887.tif,4,63.49,115.98,143.49,195.98
888.tif,1,86.5,55.11,166.51,135.12
888.tif,1,110.7,33.81,190.71,113.81
888.tif,1,157.5,11.11,237.51,91.11
889.tif,1,11.07,50.52,91.07,130.52
890.tif,3,0,0,46.5,72.34
891.tif,4,126.64,0,206.64,52.78
892.tif,4,29.49,0,109.49,55.78
893.tif,4,5.22,114.48,85.22,194.48
893.tif,3,0,210.75,66.66,256
893.tif,3,61.84,156.29,141.84,236.29
894.tif,4,160.39,116.79,240.39,196.79
895.tif,4,109.35,190.19,189.36,256
896.tif,3,205.78,0,256,64.88
897.tif,3,113.29,97.06,193.29,177.06
898.tif,1,159.21,131.34,239.21,211.34
898.tif,1,193.13,213.72,256,256
898.tif,1,65.92,176.17,145.92,256
899.tif,2,198.82,0.5,256,80.5
899.tif,1,4.37,184.04,84.37,256
900.tif,1,18.75,189.25,98.75,256
901.tif,3,185.03,188.19,256,256
901.tif,3,187.67,74.42,256,154.42
901.tif,3,101.95,8.28,181.95,88.28
901.tif,1,94.01,201.95,174.01,256
902.tif,1,107.11,0,187.11,51.05
903.tif,4,0,174.02,65.41,254.02
903.tif,2,78.55,127.46,158.55,207.46
903.tif,1,28.8,0,108.81,69.34
903.tif,1,103.42,0,183.42,79.93
904.tif,4,160.8,16.33,240.8,96.33
904.tif,4,66.61,84.31,146.61,164.31
905.tif,1,0,198.37,42.54,256
905.tif,1,0,65.41,73.77,145.42
906.tif,1,0,0,66.63,68.77
906.tif,1,17.86,105.66,97.86,185.66
907.tif,2,145.58,137.05,225.58,217.05
908.tif,3,0,194.2,43.66,256
908.tif,1,50.44,200.02,130.44,256
909.tif,3,119.6,208.71,199.61,256
910.tif,1,169.99,46.25,249.99,126.25
910.tif,1,163.11,212.94,243.11,256
911.tif,1,56.26,3.81,136.27,83.81
912.tif,4,189.32,45.68,256,125.68
913.tif,3,80.49,209.29,160.49,256
913.tif,3,166.22,116.68,246.22,196.68
913.tif,3,44.41,119.23,124.41,199.23
913.tif,1,189.5,180.71,256,256
914.tif,4,67.75,24.14,147.75,104.14
915.tif,1,29.82,0,109.82,68.6
916.tif,3,200.97,71.25,256,151.25
917.tif,1,105.59,125.73,185.59,205.73
918.tif,4,88.24,61.22,168.24,141.22
918.tif,2,166.23,56.54,246.23,136.54
918.tif,1,141.79,0,221.79,78.82
919.tif,3,84.42,51.86,164.42,131.86
920.tif,2,38.71,151.91,118.71,231.91
920.tif,1,0,119.69,40.95,199.69
920.tif,1,103.86,116.89,183.86,196.89
920.tif,1,0,177.13,66.17,256
921.tif,4,37.7,69.95,117.7,149.95
922.tif,1,132.1,60.08,212.1,140.08
923.tif,4,136.39,27.61,216.39,107.61
924.tif,4,0,8.7,70.38,88.7
924.tif,1,56.93,0,136.93,58.58
925.tif,1,186.55,189.53,256,256
926.tif,4,0,0,70.27,70.64
926.tif,4,148.47,0.1,228.47,80.1
926.tif,2,76.46,7.01,156.46,87.01
926.tif,1,43.46,199.24,123.46,256
926.tif,1,3.76,189.31,83.76,256
926.tif,1,0,179.65,56.6,256
927.tif,2,0,95,48.02,175
927.tif,2,0,13.41,54.57,93.41
927.tif,1,68.07,27.71,148.07,107.71
927.tif,1,26.98,15.79,106.98,95.8
928.tif,4,149.4,0,229.4,52.66
928.tif,1,163.4,151.3,243.4,231.3
928.tif,1,103.16,105.76,183.16,185.76
928.tif,1,112.97,47.62,192.97,127.62
929.tif,4,28.6,125.38,108.6,205.38
930.tif,1,159.02,0,239.02,61.22
931.tif,2,32.81,173.52,112.81,253.52
931.tif,2,0,139.71,60.08,219.71
931.tif,2,0,198.48,76.58,256
932.tif,1,158.61,62.51,238.61,142.51
932.tif,1,126.2,114.6,206.2,194.6
933.tif,1,0,72.16,57.08,152.16
934.tif,4,164.95,124.33,244.95,204.33
934.tif,4,58.12,63.2,138.12,143.2
934.tif,2,213.85,149.84,256,229.84
934.tif,2,72.47,10.05,152.47,90.05
934.tif,2,185.15,193.96,256,256
934.tif,2,116.05,145.59,196.05,225.59
935.tif,4,28.74,88.72,108.74,168.72
936.tif,4,82.26,171.79,162.26,251.79
937.tif,4,121.51,39.55,201.51,119.55
938.tif,4,150.84,155.03,230.84,235.03
939.tif,4,134.36,37.6,214.36,117.6
940.tif,4,44.28,121.66,124.28,201.66
940.tif,2,109.02,185.64,189.02,256
941.tif,3,188.22,174.87,256,254.87
942.tif,3,0,109.37,52.59,189.37
943.tif,4,169.68,0,249.68,63.49
944.tif,2,0,45.29,77.06,125.29
945.tif,4,180.28,11.63,256,91.63
945.tif,1,195.52,151,256,231
946.tif,4,10.11,0,90.11,41.54
947.tif,4,8.76,182.78,88.76,256
948.tif,3,116.69,179.87,196.69,256
948.tif,3,88.51,110.57,168.51,190.57
949.tif,2,171.7,207.12,251.7,256
950.tif,2,177.1,185.74,256,256
950.tif,2,158.93,112.49,238.93,192.49
950.tif,2,172.15,54.66,252.15,134.66
951.tif,4,176.1,79.44,256,159.44
951.tif,4,29.6,125.16,109.6,205.16
951.tif,2,127.09,30.43,207.09,110.43
951.tif,2,72.01,0,152.01,76.28
951.tif,2,0,104.23,45.71,184.23
951.tif,2,0,28.22,66.09,108.22
952.tif,2,106.81,48.05,186.81,128.05
952.tif,2,40.17,22.16,120.17,102.16
952.tif,2,10.98,0,90.98,41.03
953.tif,2,129.65,59.59,209.65,139.59
954.tif,1,194.97,52.91,256,132.91
955.tif,1,0,88.32,42.35,168.32
956.tif,3,46.24,142.05,126.24,222.05
957.tif,2,37.71,123.61,117.71,203.61
957.tif,2,106.55,98.27,186.55,178.27
957.tif,2,14.02,66.33,94.02,146.33
958.tif,4,0,85.6,76.21,165.6
959.tif,1,101.89,209.75,181.89,256
960.tif,2,26.25,104.87,106.25,184.87
961.tif,4,182.18,124.83,256,204.83
961.tif,4,126.62,101.02,206.62,181.02
962.tif,4,0,163.46,60.16,243.46
963.tif,4,156.95,165.38,236.95,245.38
964.tif,2,0,199.71,54.52,256
965.tif,4,135.54,86.81,215.54,166.81
966.tif,4,87.82,151.25,167.82,231.25
966.tif,2,114.81,187.6,194.81,256
967.tif,4,44.51,0,124.52,62.72
968.tif,4,143.97,78.67,223.97,158.67
968.tif,1,137.96,4.52,217.96,84.52
968.tif,1,101.89,17.21,181.89,97.21
969.tif,1,111.76,0,191.76,48.45
970.tif,4,112.33,88.44,192.33,168.44
970.tif,4,132.44,159.35,212.44,239.35
971.tif,3,165.86,0,245.86,59.37
972.tif,4,74.6,187.48,154.6,256
973.tif,4,89.77,156.44,169.77,236.45
973.tif,4,47.67,108.4,127.67,188.4
973.tif,4,7.02,166.64,87.02,246.64
973.tif,4,0,213.65,72.37,256
974.tif,4,0,172.4,68.12,252.4
974.tif,4,0,146.25,66.17,226.25
974.tif,4,105.82,136.15,185.82,216.15
974.tif,4,120.96,105.34,200.96,185.34
974.tif,4,205.95,129.9,256,209.9
974.tif,4,46.85,16.58,126.85,96.58
975.tif,2,159.92,94.07,239.92,174.07
975.tif,1,75.65,145.29,155.65,225.29
976.tif,2,0,115,47.26,195
977.tif,4,35.1,28.53,115.1,108.53
977.tif,2,142.5,0,222.5,58.41
977.tif,1,106.7,132.62,186.7,212.62
978.tif,4,200.88,63.3,256,143.3
978.tif,4,210.67,116.09,256,196.09
978.tif,4,153.73,107.12,233.73,187.12
979.tif,4,0,211.28,52.21,256
979.tif,4,10.43,164.11,90.43,244.11
979.tif,4,165.77,124.99,245.77,204.99
979.tif,4,173.23,184.44,253.23,256
979.tif,4,164.58,61.33,244.58,141.33
979.tif,4,175.7,0,255.7,77.73
979.tif,4,82.09,144.36,162.1,224.36
979.tif,4,45.71,95.49,125.71,175.49
979.tif,4,0,68.66,65.12,148.66
980.tif,4,0,197.3,47.83,256
980.tif,4,3.61,143.99,83.61,223.99
980.tif,4,17.2,7.89,97.2,87.89
980.tif,4,207.1,110.58,256,190.58
980.tif,4,100.72,138.04,180.72,218.04
980.tif,4,90.64,94.3,170.64,174.3
980.tif,4,129.44,0,209.44,67.35
980.tif,4,91.18,0,171.18,62.52
981.tif,4,167.02,184.18,247.02,256
981.tif,4,23.44,76.79,103.44,156.79
981.tif,4,0,156.64,79.71,236.64
982.tif,4,65.34,199.88,145.34,256
982.tif,4,141.56,149.22,221.56,229.22
982.tif,4,103.54,83.06,183.54,163.06
982.tif,4,46.84,8.07,126.84,88.07
983.tif,2,215.89,62.23,256,142.23
983.tif,2,0,143.19,54.11,223.19
983.tif,2,17.62,0,97.62,46.94
983.tif,2,36.35,24.77,116.35,104.77
984.tif,2,9.46,26.43,89.46,106.43
984.tif,2,10.01,67.73,90.01,147.73
984.tif,1,191.76,19.82,256,99.82
984.tif,1,136.69,49.01,216.69,129.01
984.tif,1,0,0,61.93,69.53
985.tif,1,0,0,52.11,71.73
986.tif,3,190.83,206.97,256,256
987.tif,3,109.97,188.79,189.97,256
987.tif,3,143.56,213.58,223.56,256
987.tif,3,42.22,208.62,122.22,256
987.tif,3,60.95,181.63,140.95,256
988.tif,3,3.52,210.47,83.52,256
989.tif,4,178.05,211.76,256,256
989.tif,4,178.79,97.56,256,177.56
990.tif,4,14.32,173.28,94.32,253.28
990.tif,4,78,163.99,158,243.99
990.tif,4,136.85,187.53,216.86,256
990.tif,4,196.67,141.33,256,221.33
990.tif,4,79.61,36.49,159.61,116.49
990.tif,4,24.23,58.63,104.23,138.63
990.tif,4,30.7,0,110.7,73.75
990.tif,4,99.55,0,179.55,61.35
991.tif,4,8.07,56.88,88.07,136.88
991.tif,4,213.31,156.64,256,236.64
991.tif,4,183.1,169.41,256,249.41
991.tif,4,13.32,191,93.32,256
991.tif,4,215.56,49.15,256,129.15
991.tif,4,113.43,0,193.43,42.24
992.tif,4,139.27,173.01,219.27,253.01
992.tif,4,187.93,8.62,256,88.62
992.tif,4,132.04,88.18,212.04,168.18
992.tif,4,28.93,130.16,108.93,210.17
992.tif,4,84.51,0,164.51,50.31
993.tif,4,14.44,133.11,94.44,213.11
993.tif,4,19.22,134.67,99.22,214.67
993.tif,4,49,160.34,129,240.34
993.tif,4,113.07,95.87,193.07,175.87
993.tif,4,24.84,36.29,104.84,116.29
994.tif,3,195.94,162.8,256,242.8
995.tif,3,132.97,145.63,212.97,225.63
996.tif,4,194.11,137.78,256,217.78
997.tif,3,164.94,199.91,244.94,256
997.tif,3,167.14,143.73,247.14,223.73
997.tif,3,116.47,0.54,196.47,80.54
997.tif,1,122.53,184.49,202.53,256
997.tif,1,213.96,89.21,256,169.21
997.tif,1,211.75,14.31,256,94.31
998.tif,3,0,34.68,79.26,114.68
998.tif,3,60.4,12.65,140.4,92.65
998.tif,3,109.41,0,189.41,62.36
998.tif,3,98.95,41.29,178.95,121.29
998.tif,3,164.49,1.64,244.49,81.64
998.tif,3,140.14,213.67,220.14,256
999.tif,3,0,18.71,78.26,98.71
999.tif,3,10.93,0,90.93,40.88
999.tif,3,69.86,0,149.86,64.57
999.tif,3,68.21,87.01,148.21,167.01
999.tif,3,15.34,111.24,95.34,191.24
999.tif,3,17.54,167.97,97.54,247.97
999.tif,1,77.57,32.48,157.57,112.48
1000.tif,1,106.51,52.28,186.51,132.28
1000.tif,1,53.6,15.24,133.6,95.24
1000.tif,1,139.32,48.57,219.32,128.57
1001.tif,4,118.87,197.9,198.87,256
1002.tif,4,137.79,118.08,217.79,198.09
1003.tif,4,195.24,102.38,256,182.38
1004.tif,4,102.63,206.06,182.63,256
1004.tif,4,177.06,178.98,256,256
1004.tif,4,138.6,13.15,218.6,93.15
1004.tif,4,19.81,76.08,99.81,156.08
1004.tif,4,0,174.68,75.12,254.68
1005.tif,4,84.15,108.81,164.15,188.81
1005.tif,4,49.07,175.87,129.07,255.87
1005.tif,4,0,134.07,57.23,214.07
1005.tif,4,125.63,0,205.63,58.19
1005.tif,4,0,5.91,52.43,85.91
1006.tif,4,190.08,53.53,256,133.53
1006.tif,4,156.19,70.38,236.19,150.38
